codigo_subpartida,descripcion
8703509010,"- - - Coches ambulancias, celulares y mortuorios"
8703509020,- - - Los demás ensamblados
8703509090,- - - Los demás
8703601000,- - Con tracción en las cuatro ruedas
8703609010,"- - - Coches ambulancias, celulares y mortuorios"
8703609020,- - - Los demás ensamblados
8703609090,- - - Los demás
8703701000,- - Con tracción en las cuatro ruedas
8703709010,"- - - Coches ambulancias, celulares y mortuorios"
8703709020,- - - Los demás ensamblados
8703709090,- - - Los demás
8703801000,- - Con tracción en las cuatro ruedas
8703809010,"- - - Coches ambulancias, celulares y mortuorios"
8703809020,- - - Los demás ensamblados
8703809090,- - - Los demás
8703900010,"- - Coches ambulancias, celulares y mortuorios"
8703900020,- - Los demás ensamblados
8703900090,- - Los demás
8704100000,- Volquetes automotores diseñados para utilizarlos fuera de la red de carreteras
8704211010,- - - - Camionetas pick-up ensambladas
8704211090,- - - - Los demás
8704219000,- - - Los demás
8704221000,"- - - Inferior o igual a 6,2 t"
8704222000,"- - - Superior a 6,2 t, pero inferior o igual a 9,3 t"
8704229000,"- - - Superior a 9,3 t"
8704230000,- - De peso total con carga máxima superior a 20 t
8704311010,- - - - Camionetas pick-up ensambladas
8704311090,- - - - Los demás
8704319000,- - - Los demás
8704321000,"- - - Inferior o igual a 6,2 t"
8704322000,"- - - Superior a 6,2 t, pero inferior o igual a 9,3 t"
8704329000,"- - - Superior a 9,3 t"
8704411000,"- - - De peso total con carga máxima inferior a 4,537 t"
8704419000,- - - Los demás
8704420000,- - De peso total con carga máxima superior a 5 t pero inferior o igual a 20 t
8704430000,- - De peso total con carga máxima superior a 20 t
8704511000,"- - - De peso total con carga máxima inferior a 4,537 t"
8704519000,- - - Los demás
8704520000,- - De peso total con carga máxima superior a 5 t
8704601000,"- - De peso total con carga máxima inferior a 4,537 t"
8704609000,- - Los demás
8704901000,"- - De peso total con carga máxima inferior a 4,537 t"
8704909000,- - Los demás
8705100000,- Camiones grúa
8705200000,- Camiones automóviles para sondeo o perforación
8705300000,- Camiones de bomberos
8705400000,- Camiones hormigonera
8705901100,- - - Coches barredera
8705901900,- - - Los demás
8705902000,- - Coches radiológicos
8705909000,- - Los demás
8706001000,- De vehículos de la partida 87.03
8706002100,"- - De peso total con carga máxima inferior a 4,537 t"
8706002900,- - Los demás
8706009100,"- - De vehículos de peso total con carga máxima superior a 5 t pero inferior o igual a 6,2 t"
8706009200,"- - De vehículos de peso total con carga máxima superior a 6,2 t"
8706009900,- - Los demás
8707100000,- De vehículos de la partida 87.03
8707901000,- - De vehículos de la partida 87.02
8707909000,- - Las demás
8708100000,"- Parachoques (paragolpes, defensas) y sus partes"
8708210000,- - Cinturones de seguridad
8708220000,"- - Parabrisas, vidrios traseros (lunetas) y demás ventanillas especificados en la Nota 1 de subpartida de este Capítulo"
8708291000,- - - Techos (capotas)
8708292000,"- - - Guardafangos, cubiertas de motor, flancos, puertas, y sus partes"
8708293000,"- - - Rejillas delanteras (persianas, parrillas)"
8708294000,- - - Tableros de instrumentos (salpicaderos)
8708299000,- - - Los demás
8708301000,- - Guarniciones de frenos montadas
8708302100,- - - Tambores
8708302200,- - - Sistemas neumáticos
8708302300,- - - Sistemas hidráulicos
8708302400,- - - Servofrenos
8708302500,- - - Discos
8708302900,- - - Las demás partes
8708401000,- - Cajas de cambio
8708409000,- - Partes
8708501100,- - - Ejes con diferencial
8708501900,- - - Partes
8708502100,- - - Ejes portadores
8708502900,- - - Partes
8708701000,- - Ruedas y sus partes
8708702000,"- - Embellecedores de ruedas (tapacubos, copas, vasos) y demás accesorios"
8708801000,- - Rótulas y sus partes
8708802000,- - Amortiguadores y sus partes
8708809000,- - Los demás
8708910000,- - Radiadores y sus partes
8708920000,- - Silenciadores y tubos (caños) de escape; sus partes
8708931000,- - - Embragues
8708939100,- - - - Platos (prensas) y discos
8708939900,- - - - Las demás
8708940000,"- - Volantes, columnas y cajas de dirección; sus partes"
8708950000,- - Bolsas inflables de seguridad con sistema de inflado (airbag); sus partes
8708991100,- - - - Bastidores de chasis
8708991900,- - - - Partes
8708992100,- - - - Transmisiones cardánicas
8708992900,- - - - Partes
8708993100,- - - - Sistemas mecánicos
8708993200,- - - - Sistemas hidráulicos
8708993300,- - - - Terminales
8708993900,- - - - Las demás partes
8708994000,- - - Trenes de rodamiento de oruga y sus partes
8708995000,- - - Tanques para carburante
8708999600,- - - - Cargador y sensor de bloqueo para cinturones de seguridad
8708999900,- - - - Los demás
8709110000,- - Eléctricas
8709190000,- - Las demás
8709900000,- Partes
8710000000,"Tanques y demás vehículos automóviles blindados de combate, incluso con su armamento; sus partes."
8711100000,- Con motor de émbolo (pistón) de cilindrada inferior o igual a 50 cm3
8711200000,- Con motor de émbolo (pistón) de cilindrada superior a 50 cm3 pero inferior o igual a 250 cm3
8711300000,- Con motor de émbolo (pistón) de cilindrada superior a 250 cm3 pero inferior o igual a 500 cm3
8711400000,- Con motor de émbolo (pistón) de cilindrada superior a 500 cm3 pero inferior o igual a 800 cm3
8711500000,- Con motor de émbolo (pistón) de cilindrada superior a 800 cm3
8711600010,- - Bicicletas con Sistema de Pedaleo Asistido (SPA)
8711600090,- - Los demás
8711900000,- Los demás
8712000000,"Bicicletas y demás velocípedos (incluidos los triciclos de reparto), sin motor."
8713100000,- Sin mecanismo de propulsión
8713900000,- Los demás
8714101000,- - Sillines (asientos)
8714109000,- - Los demás
8714200000,- De sillones de ruedas y demás vehículos para inválidos
8714910000,"- - Cuadros y horquillas, y sus partes"
8714921000,- - - Llantas (aros)
8714929000,- - - Radios
8714930000,- - Bujes sin freno y piñones libres
8714940000,"- - Frenos, incluidos los bujes con freno, y sus partes"
8714950000,- - Sillines (asientos)
8714960000,"- - Pedales y mecanismos de pedal, y sus partes"
8714990000,- - Los demás
8715001000,"- Coches, sillas y vehículos similares"
8715009000,- Partes
8716100000,"- Remolques y semirremolques para vivienda o acampar, del tipo caravana"
8716200000,"- Remolques y semirremolques, autocargadores o autodescargadores, para uso agrícola"
8716310000,- - Cisternas
8716390000,- - Los demás
8716400000,- Los demás remolques y semirremolques
8716801000,- - Carretillas de mano
8716809000,- - Los demás
8716900000,- Partes
8801000010,- Planeadores y alas planeadoras
8801000090,- Los demás
8802110000,- - De peso en vacío inferior o igual a 2.000 kg
8802120000,- - De peso en vacío superior a 2.000 kg
8802201000,"- - Aviones de peso máximo de despegue inferior o igual a 5.700 kg, excepto los diseñados específicamente para uso militar"
8802209000,- - Los demás
8802301000,"- - Aviones de peso máximo de despegue inferior o igual a 5.700 kg, excepto los diseñados específicamente para uso militar"
8802309000,- - Los demás
8802400000,"- Aviones y demás aeronaves, de peso en vacío superior a 15.000 kg"
8802600000,- Vehículos espaciales (incluidos los satélites) y sus vehículos de lanzamiento y vehículos suborbitales
8804000000,"Paracaídas, incluidos los dirigibles, planeadores (parapentes) o de aspas giratorias; sus partes y accesorios."
8805100000,"- Aparatos y dispositivos para lanzamiento de aeronaves y sus partes; aparatos y dispositivos para aterrizaje en portaaviones y aparatos y dispositivos similares, y sus partes"
8805210000,- - Simuladores de combate aéreo y sus partes
8805290000,- - Los demás
8806100000,- Diseñadas para el transporte de pasajeros
8806210000,- - Con un peso máximo de despegue inferior o igual a 250 g
8806220000,- - Con un peso máximo de despegue superior a 250 g pero inferior o igual a 7 kg
8806230000,- - Con un peso máximo de despegue superior a 7 kg pero inferior o igual a 25 kg
8806240000,- - Con un peso máximo de despegue superior a 25 kg pero inferior o igual a 150 kg
8806290000,- - Las demás
8806910000,- - Con un peso máximo de despegue inferior o igual a 250 g
8806920000,- - Con un peso máximo de despegue superior a 250 g pero inferior o igual a 7 kg
8806930000,- - Con un peso máximo de despegue superior a 7 kg pero inferior o igual a 25 kg
8806940000,- - Con un peso máximo de despegue superior a 25 kg pero inferior o igual a 150 kg
8806990000,- - Las demás
8807100000,"- Hélices y rotores, y sus partes"
8807200000,- Trenes de aterrizaje y sus partes
8807300000,"- Las demás partes de aviones, helicópteros o aeronaves no tripuladas"
8807900000,- Las demás
8901101100,- - - Inferior o igual a 50 t
8901101900,- - - Los demás
8901102000,- - De registro superior a 1.000 t
8901201100,- - - Inferior o igual a 50 t
8901201900,- - - Los demás
8901202000,- - De registro superior a 1.000 t
8901301100,- - - Inferior o igual a 50t
8901301900,- - - Los demás
8901302000,- - De registro superior a 1.000 t
8901901100,- - - Inferior o igual a 50 t
8901901900,- - - Los demás
8901902000,- - De registro superior a 1.000 t
8902001100,- - Inferior o igual a 50 t
8902001900,- - Los demás
8902002000,- De registro superior a 1.000 t
8903110000,"- - Equipadas o diseñadas para equiparlas con motor, de peso en vacío, sin motor, inferior o igual a 100 kg"
8903120000,- - No diseñadas para ser utilizadas con motor y de peso en vacío inferior o igual a 100 kg
8903190000,- - Las demás
8903210000,"- - De longitud inferior o igual a 7,5 m"
8903220000,"- - De longitud superior a 7,5 m pero inferior o igual a 24 m"
8903230000,- - De longitud superior o igual a 24 m
8903310000,"- - De longitud inferior o igual a 7,5 m"
8903320000,"- - De longitud superior a 7,5 m pero inferior o igual a 24 m"
8903330000,- - De longitud superior a 24 m
8903931000,- - - Motos náuticas
8903939000,- - - Los demás
8903990000,- - Los demás
8904001000,- De registro inferior o igual a 50 t
8904009000,- Los demás
8905100000,- Dragas
8905200000,"- Plataformas de perforación o explotación, flotantes o sumergibles"
8905900000,- Los demás
8906100000,- Navíos de guerra
8906901000,- - De registro inferior o igual a 1.000 t
8906909000,- - Los demás
8907100000,- Balsas inflables
8907901000,- - Boyas luminosas
8907909000,- - Los demás
8908000000,Barcos y demás artefactos flotantes para desguace.
9001100000,"- Fibras ópticas, haces y cables de fibras ópticas"
9001200000,- Hojas y placas de materia polarizante
9001300000,- Lentes de contacto
9001400000,- Lentes de vidrio para gafas (anteojos)
9001500000,- Lentes de otras materias para gafas (anteojos)
9001900000,- Los demás
9002110000,"- - Para cámaras, proyectores o aparatos fotográficos o cinematográficos de ampliación o reducción"
9002190000,- - Los demás
9002200000,- Filtros
9002900000,- Los demás
9003110000,- - De plástico
9003191000,- - - De metal precioso o de metal común chapado (plaqué)
9003199000,- - - Las demás
9003900000,- Partes
9004100000,- Gafas (anteojos) de sol
9004901000,- - Gafas protectoras para el trabajo
9004909000,- - Las demás
9005100000,- Binoculares (incluidos los prismáticos)
9005800000,- Los demás instrumentos
9005900000,- Partes y accesorios (incluidas las armazones)
9006300000,"- Cámaras especiales para fotografía submarina o aérea, examen médico de órganos internos o para laboratorios de medicina legal o identificación judicial"
9006400000,- Cámaras fotográficas de autorrevelado
9006531010,"- - - - De los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos"
9006531090,- - - - Las demás
9006539010,"- - - - De los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos"
9006539090,- - - - Las demás
9006591010,"- - - - De los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos"
9006591090,- - - - Las demás
9006599010,"- - - - De los tipos utilizados para registrar documentos en microfilmes, microfichas u otros microformatos"
9006599020,- - - - De los tipos utilizados para preparar clisés o cilindros de imprenta
9006599090,- - - - Las demás
9006610000,- - Aparatos de tubo de descarga para producir destellos (flashes electrónicos)
9006690000,- - Los demás
9006910000,- - De cámaras fotográficas
9006990000,- - Los demás
9007100010,- - Para película cinematográfica (filme) de anchura inferior a 16 mm o para la doble - 8 mm
9007100090,- - Las demás
9007201000,- - Para filmes de anchura superior o igual a 35 mm
9007209000,- - Los demás
9007910000,- - De cámaras
9007920000,- - De proyectores
9008501000,- - Proyectores de diapositivas
9008502000,"- - Lectores de microfilmes, microfichas u otros microformatos, incluso copiadores"
9008503000,- - Los demás proyectores de imagen fija
9008504000,"- - Ampliadoras o reductoras, fotográficas"
9008900000,- Partes y accesorios
9010100000,"- Aparatos y material para revelado automático de película fotográfica, película cinematográfica (filme) o papel fotográfico en rollo o para impresión automática de películas reveladas en rollos de papel fotográfico"
9010500000,- Los demás aparatos y material para laboratorios fotográficos o cinematográficos; negatoscopios
9010600000,- Pantallas de proyección
9010900000,- Partes y accesorios
